category	watterson	tajima	fay_wu	pop	species	method	D_tajima	H_fay_wu
$0<S<1$	0.09819887926505308	0.08188423526879939	0.05144909806453397	Nevis	Chlorocebus_sabaeus	MutSel	-0.016314643996253694	0.030435137204265418
Synonymous	0.09385897054542157	0.08026894562697752	0.05306438770635583	Nevis	Chlorocebus_sabaeus	MutSel	-0.01359002491844405	0.027204557920621687
$-1<S<0$	0.09695889084626258	0.08232463385865486	0.05100869947467847	Nevis	Chlorocebus_sabaeus	MutSel	-0.014634256987607716	0.031315934383976396
$-3<S<-1$	0.10037372696248716	0.08401300122670077	0.049320332106632565	Nevis	Chlorocebus_sabaeus	MutSel	-0.016360725735786383	0.03469266912006821
$S<-3$	0.1109229863034914	0.0893206676849049	0.04401266564842845	Nevis	Chlorocebus_sabaeus	MutSel	-0.021602318618586497	0.045308002036476454
$1<S$	0.1023948399239884	0.08459532760869701	0.04873800572463631	Nevis	Chlorocebus_sabaeus	Omega	-0.017799512315291394	0.0358573218840607
$0<S<1$	0.09672282770954607	0.08039407093885961	0.05293926239447369	Nevis	Chlorocebus_sabaeus	Omega	-0.01632875677068646	0.027454808544385922
Synonymous	0.0939499511701778	0.08030469173178176	0.0530286416015516	Nevis	Chlorocebus_sabaeus	Omega	-0.013645259438396048	0.027276050130230156
$-1<S<0$	0.09811175931296903	0.08227889308348453	0.05105444024984876	Nevis	Chlorocebus_sabaeus	Omega	-0.015832866229484502	0.03122445283363577
$-3<S<-1$	0.09827049626180924	0.08272903416169422	0.05060429917163914	Nevis	Chlorocebus_sabaeus	Omega	-0.01554146210011502	0.03212473499005508
$S<-3$	0.11118464734351403	0.08961821860951663	0.04371511472381673	Nevis	Chlorocebus_sabaeus	Omega	-0.021566428733997403	0.0459031038856999
$1<S$	0.10807980407409072	0.0843239864622998	0.04900934687103354	SK	Chlorocebus_sabaeus	MutSel	-0.023755817611790922	0.03531463959126626
$0<S<1$	0.10954662188259402	0.08575774179354402	0.04757559153978928	SK	Chlorocebus_sabaeus	MutSel	-0.023788880089050002	0.03818215025375474
Synonymous	0.10885442797319236	0.08472835204262534	0.048604981290708	SK	Chlorocebus_sabaeus	MutSel	-0.024126075930567023	0.03612337075191734
$-1<S<0$	0.110444131281651	0.0860816326317594	0.04725170070157395	SK	Chlorocebus_sabaeus	MutSel	-0.024362498649891595	0.03882993193018545
$-3<S<-1$	0.1167008717138047	0.08884619614939386	0.04448713718393947	SK	Chlorocebus_sabaeus	MutSel	-0.027854675564410833	0.04435905896545439
$S<-3$	0.13122676472942268	0.0958275119029926	0.037505821430340716	SK	Chlorocebus_sabaeus	MutSel	-0.03539925282643008	0.058321690472651885
$1<S$	0.10266327808294133	0.08214982616309481	0.051183507170238514	SK	Chlorocebus_sabaeus	Omega	-0.02051345191984652	0.030966318992856297
$0<S<1$	0.10824945449791576	0.08432241980713362	0.049010913526199705	SK	Chlorocebus_sabaeus	Omega	-0.02392703469078214	0.035311506280933914
Synonymous	0.10914870333147388	0.08478914339688319	0.04854418993645016	SK	Chlorocebus_sabaeus	Omega	-0.024359559934590685	0.03624495346043303
$-1<S<0$	0.11262090317586397	0.08687607992384881	0.04645725340948452	SK	Chlorocebus_sabaeus	Omega	-0.02574482325201516	0.04041882651436429
$-3<S<-1$	0.11380047550161107	0.08741181459682451	0.045921518736508835	SK	Chlorocebus_sabaeus	Omega	-0.02638866090478656	0.041490295860315676
$S<-3$	0.12876157807813166	0.09473551185637187	0.038597821476961454	SK	Chlorocebus_sabaeus	Omega	-0.034026066221759785	0.05613769037941042
$1<S$	0.1493016760914383	0.09640446851555837	0.036928864817774965	SA	Chlorocebus_sabaeus	MutSel	-0.05289720757587993	0.0594756036977834
$0<S<1$	0.14915991503412446	0.09609964454055424	0.037233688792779086	SA	Chlorocebus_sabaeus	MutSel	-0.05306027049357022	0.05886595574777515
Synonymous	0.14446404987257122	0.09451789602335972	0.0388154373099736	SA	Chlorocebus_sabaeus	MutSel	-0.0499461538492115	0.055702458713386124
$-1<S<0$	0.15025693234518694	0.09634544787463596	0.0369878854586974	SA	Chlorocebus_sabaeus	MutSel	-0.05391148447055098	0.059357562415938564
$-3<S<-1$	0.1570986742534023	0.0982113806032978	0.03512195273003557	SA	Chlorocebus_sabaeus	MutSel	-0.05888729365010449	0.06308942787326223
$S<-3$	0.17665823033454758	0.10429596434681276	0.029037368986520564	SA	Chlorocebus_sabaeus	MutSel	-0.07236226598773482	0.0752585953602922
$1<S$	0.12744052612760293	0.08878826500095123	0.044545068332382136	SA	Chlorocebus_sabaeus	Omega	-0.038652261126651696	0.044243196668569094
$0<S<1$	0.14295035120463426	0.09424785177342597	0.03908548155990731	SA	Chlorocebus_sabaeus	Omega	-0.04870249943120829	0.055162370213518656
Synonymous	0.14445397692098447	0.09447868144144148	0.03885465189189182	SA	Chlorocebus_sabaeus	Omega	-0.04997529547954299	0.055624029549549654
$-1<S<0$	0.1490936475602982	0.09596732080686207	0.03736601252647125	SA	Chlorocebus_sabaeus	Omega	-0.05312632675343612	0.05860130828039082
$-3<S<-1$	0.15609899971907532	0.09805700284341223	0.035276330489921084	SA	Chlorocebus_sabaeus	Omega	-0.05804199687566308	0.06278067235349115
$S<-3$	0.17631000326203042	0.10436555100244747	0.028967782330885837	SA	Chlorocebus_sabaeus	Omega	-0.07194445225958294	0.07539776867156164
$1<S$	0.15044408318126534	0.09589853882354467	0.037434794509788656	Zambia	Chlorocebus_sabaeus	MutSel	-0.054545544357720674	0.05846374431375601
$0<S<1$	0.14942660117268855	0.0961204223821355	0.03721291095119785	Zambia	Chlorocebus_sabaeus	MutSel	-0.05330617879055305	0.05890751143093765
Synonymous	0.1456301923785509	0.09505157945601188	0.03828175387732145	Zambia	Chlorocebus_sabaeus	MutSel	-0.050578612922539026	0.056769825578690425
$-1<S<0$	0.1472168097313652	0.09535578847926204	0.03797754485407128	Zambia	Chlorocebus_sabaeus	MutSel	-0.05186102125210315	0.05737824362519076
