Species	SisterSpecies	SampleName	Location	SampleSize	k
Chlorocebus_sabaeus	Macaca_mulatta	Barbados	Barbados	5	-1
Chlorocebus_sabaeus	Macaca_mulatta	Kenya	Kenya	4	-1
Chlorocebus_sabaeus	Macaca_mulatta	Saint_Kitts	Saint_Kitts	22	-1
Chlorocebus_sabaeus	Macaca_mulatta	South_Africa	South_Africa	49	-1
Ovis_aries	Pantholops_hodgsonii	IROA	Iran	20	-1
Ovis_aries	Pantholops_hodgsonii	IROO	Iran	19	-1
